"sar_id","reporting_institution_id","reporting_institution_name","reporting_institution_type","filing_date","activity_start_date","activity_end_date","subject_id","subject_name","subject_type","subject_national_id","subject_date_of_birth","subject_address_street","subject_address_city","subject_address_state","subject_address_postal_code","subject_address_country","transaction_id","transaction_date","transaction_amount","transaction_currency","transaction_type","money_laundering_indicators","suspicious_activity_description","investigation_status","investigation_outcome","reported_to_fiu","fiu_report_id","fiu_report_date","reporting_officer_id","reporting_officer_name","reporting_officer_contact"
"SAR20240190","FI0081","Dubai Brokerage","brokerage","2024-04-15","2024-03-21","2024-04-13","SUBJ1090","Arabian Partners","partnership","ARE-PT1090","","15 Al Fahidi St","Dubai","DU","00000","ARE","TXN01590","2024-04-12","212000","AED","wire_transfer","layering,rapid_investment","Partnership transferred large AED sums to offshore accounts in rapid succession.","referred","further_monitoring","true","FIU20240190","2024-04-16","EMP0190","Layla Hussein","layla.hussein@dubaibrokerage.ae"
"SAR20240501","BNK0051","Atlantic Trust Bank","bank","2024-05-02","2024-04-13","2024-04-30","SUBJ1501","Michael T. Sanders","individual","583029164","1963-09-21","1421 Sunrise Blvd","Seattle","WA","98105","USA","TXN11801","2024-04-28","11920.85","USD","wire_transfer","rapid_movement, unusual_large_transfer","Subject conducted multiple wire transfers to new accounts in short intervals. Amounts were inconsistent with stated income.","ongoing","further_monitoring","true","FIU20240501","2024-05-03","EMP0501","Kristen Rowe","k.rowe@atltrustbank.com"
"SAR20240502","CU051","Pacific Horizon Credit","credit_union","2024-05-02","2024-04-14","2024-04-28","SUBJ1502","Emily Chen","individual","802416935","1992-04-15","33 Elmwood Ave","San Francisco","CA","94121","USA","TXN11802","2024-04-25","15500.77","USD","cash_deposit","new_account, rapid_movement","Large cash deposits made in consecutive days, followed by immediate external transfers to unknown entities.","pending","other","false","","","EMP0502","Samuel Finch","s.finch@pacifichorizoncu.com"
"SAR20240503","MSB051","WorldRemit Solutions","money_service_business","2024-05-03","2024-04-20","2024-04-30","SUBJ1503","Global Trade Partners","company","C-TRP-2091","","200 Bishopsgate","London","LDN","EC2M3AB","GBR","TXN11803","2024-04-28","782300.55","GBP","exchange","high_value, offshore_connection","Company exchanged large sums to offshore accounts in multiple currencies. Patterns matched previous flagged activities.","referred","prosecution","true","FIU20240502","2024-05-04","EMP0503","Liam Carter","liam.carter@worldremit.co.uk"
"SAR20240504","INS051","InsureGuard Inc.","insurance_company","2024-05-02","2024-04-10","2024-04-27","SUBJ1504","Samantha J. Doyle","individual","620983571","1971-12-16","143 Crescent Dr","Denver","CO","80205","USA","TXN11804","2024-04-21","212.05","USD","withdrawal","frequent_small_payments, unexplained_transfer","Multiple low-value withdrawals were made from the subject's account in a short period. Account flagged for frequent activity.","closed","no_action","false","","","EMP0504","Helen J. Nash","helen.nash@insureguard.com"
"SAR20240505","BRK051","Summit Brokerage Ltd","brokerage","2024-05-03","2024-04-15","2024-04-25","SUBJ1505","Blue Ridge Holdings","trust","T-BRH-5021","","18 Bahnhofstrasse","Zurich","ZH","8001","CHE","TXN11805","2024-04-22","9321000","CHF","exchange","complex_transaction, layering","Trust used multi-layered transactions through brokerage accounts to move large sums. Possible offshore involvement.","ongoing","further_monitoring","true","FIU20240503","2024-05-05","EMP0505","Matthew Hofer","matthew.hofer@summitbrk.com"
"SAR20240506","BNK0052","First East Bank","bank","2024-05-03","2024-04-16","2024-04-30","SUBJ1506","Jing Wei","individual","905827163","1995-08-09","1025 Pine St","Hong Kong","HK","999077","HKG","TXN11806","2024-04-28","102005.99","HKD","wire_transfer","unusual_large_transfer, rapid_movement","Subject transferred over 100,000 HKD to a newly opened foreign account. Activity is inconsistent with previous transaction history.","pending","other","false","","","EMP0506","Raymond Chan","r.chan@firsteastbank.com"
"SAR20240507","CU052","Greenleaf Credit Union","credit_union","2024-05-04","2024-04-13","2024-04-29","SUBJ1507","Olga Petrov","individual","716904230","1949-12-13","56 Novaya St","Saint Petersburg","SPB","191144","RUS","TXN11807","2024-04-18","650","RUB","withdrawal","low_value, frequent_small_payments","The subject performed 10 low-value withdrawals in 48 hours, flagged due to frequency and lack of explanation.","closed","no_action","false","","","EMP0507","Elena Grigoryeva","elena.grigoryeva@greenleafcu.ru"
"SAR20240508","MSB052","TransGlobal MSB","money_service_business","2024-05-04","2024-04-10","2024-04-29","SUBJ1508","Asian Market LLC","company","C-AML-5501","","81 Tverskaya St","Moscow","MOW","125009","RUS","TXN11808","2024-04-24","2400000","RUB","exchange","high_value, offshore_connection","Subject company exchanged nearly 2.4 million RUB into USD and EUR, destination accounts were in offshore jurisdictions.","referred","further_monitoring","true","FIU20240504","2024-05-05","EMP0508","Svetlana Ivanova","ivanova.svetlana@transglobalmsb.ru"
"SAR20240509","INS052","Secureline Insurance","insurance_company","2024-05-04","","","SUBJ1509","James L. Murphy","individual","294587913","1987-03-23","59 Av des Champs","Paris","IDF","75008","FRA","TXN11809","2024-05-03","910.43","EUR","payment","unexplained_transfer, frequent_small_payments","Several payment transactions were recorded without justification, flagged due to frequency and lack of documentation.","ongoing","further_monitoring","false","","","EMP0509","Gabriel Martin","gabriel.martin@secureline.fr"
"SAR20240510","BNK0053","Southern Valley Bank","bank","2024-05-05","2024-04-12","2024-04-29","SUBJ1510","Harper Associates","company","C-HPA-3104","","221 George St","Sydney","NSW","2000","AUS","TXN11810","2024-04-24","3750","AUD","payment","frequent_deposits, rapid_turnover","Company made frequent deposits and payments to unrelated accounts. Pattern matches rapid turnover schemes.","closed","no_action","false","","","EMP0510","Ava McCarthy","ava.mccarthy@southernvalley.com"
"SAR20240511","CU053","Maple Leaf Credit","credit_union","2024-05-05","2024-04-17","2024-04-26","SUBJ1511","Victoria Lake Partners","partnership","P-VLP-0541","","77 King St W","Toronto","ON","M5X1A2","CAN","TXN11811","2024-04-25","420200","CAD","exchange","layering, rapid_investment","Partnership converted CAD into foreign currencies in large blocks, layering through multiple accounts.","referred","further_monitoring","true","FIU20240505","2024-05-06","EMP0511","Lucas Evans","lucas.evans@mapleleafcu.ca"
"SAR20240512","BRK052","CapitalEdge Brokerage","brokerage","2024-05-06","","","SUBJ1512","Sunrise Investment Trust","trust","T-SIT-8912","","45 Marktgasse","Bern","BE","3011","CHE","TXN11812","2024-05-05","25500000","CHF","exchange","offshore_connection, high_value","Trust moved 25 million CHF through brokerage accounts to offshore entities. Transaction flagged for complexity.","referred","prosecution","true","FIU20240506","2024-05-07","EMP0512","Clara Weiss","c.weiss@capitaledge.ch"
"SAR20240513","MSB053","SkyBridge Payments","money_service_business","2024-05-06","2024-04-21","2024-04-29","SUBJ1513","Daniel Mendez","individual","473810965","1982-02-07","12 Calle Mayor","Madrid","MZ","28013","ESP","TXN11813","2024-04-25","22950","EUR","wire_transfer","unusual_large_transfer, rapid_movement","Subject wired 22,950 EUR to a foreign account after a series of smaller deposits. Pattern matches previous flagged behavior.","ongoing","further_monitoring","true","FIU20240507","2024-05-08","EMP0513","Miguel Ortega","miguel.ortega@skybridge.es"
"SAR20240514","BNK0054","Northern Financial","bank","2024-05-06","2024-04-22","2024-04-28","SUBJ1514","GlobalNet Holdings","company","C-GNH-2107","","1000 Bay St","Toronto","ON","M5S2A5","CAN","TXN11814","2024-04-27","225800","CAD","cash_deposit","frequent_deposits, unexplained_funds","Company made large cash deposits to multiple accounts. Funds origin could not be verified.","ongoing","further_monitoring","false","","","EMP0514","Derek James","derek.james@northernfin.ca"
"SAR20240515","BNK0055","Riverbend Bank","bank","2024-05-07","","","SUBJ1515","Patricia L. Evans","individual","186504730","1951-10-03","624 Oakridge Dr","Austin","TX","78703","USA","TXN11815","2024-05-06","100","USD","payment","low_value, frequent_small_payments","Subject made a series of low-value payments to unrelated accounts. Activity inconsistent with previous history.","closed","no_action","false","","","EMP0515","Cynthia Walsh","c.walsh@riverbendbank.com"
"SAR20240516","MSB054","Sahara Forex","money_service_business","2024-05-07","2024-04-18","2024-04-28","SUBJ1516","Desert Trading Trust","trust","T-DTT-4102","","13 Sheikh Zayed Rd","Dubai","DU","00001","ARE","TXN11816","2024-04-25","1800000","AED","exchange","offshore_connection, complex_transaction","Trust exchanged AED into multiple currencies, routed funds through layered offshore accounts.","referred","prosecution","true","FIU20240508","2024-05-08","EMP0516","Nasser Al Hamadi","nasser.hamadi@saharaforex.ae"
"SAR20240517","BNK0056","Liberty Savings Bank","bank","2024-05-07","2024-04-18","2024-04-27","SUBJ1517","Ethan J. Brooks","individual","710382946","2000-04-11","2012 Highland Ave","New York","NY","10027","USA","TXN11817","2024-04-25","88000","USD","wire_transfer","rapid_movement, unusual_large_transfer","Subject wired $88,000 to a new account overseas. Activity flagged for rapid movement and large transfer.","ongoing","further_monitoring","true","FIU20240509","2024-05-09","EMP0517","Sandra Miller","s.miller@libertysavings.com"
"SAR20240518","BRK053","Infinity Brokerage","brokerage","2024-05-08","2024-04-23","2024-04-29","SUBJ1518","Horizon Partnership LLC","partnership","P-HPL-7781","","1780 Lincoln St","Denver","CO","80203","USA","TXN11818","2024-04-28","320000","USD","wire_transfer","layering, rapid_investment","Partnership transferred $320,000 in multiple blocks, layering through brokerage and external accounts.","referred","further_monitoring","true","FIU20240510","2024-05-09","EMP0518","Travis Clarke","t.clarke@infinitybrk.com"
"SAR20240519","BNK0057","Cascade National Bank","bank","2024-05-08","2024-04-16","2024-04-27","SUBJ1519","Anjali S. Patel","individual","238019765","1989-07-11","45 Lodhi Rd","Delhi","DL","110003","IND","TXN11819","2024-04-25","47500","INR","cash_deposit","new_account, rapid_movement","Subject deposited INR 47,500 into new account, followed by swift transfers to multiple recipients.","pending","other","false","","","EMP0519","Prakash Singh","prakash.singh@cascadebank.in"
"SAR20240520","BNK0058","Eastern Gateway Bank","bank","2024-05-09","","","SUBJ1520","Margaret O'Connor","individual","109384257","1970-03-25","12 Main St","Dublin","DU","D02X285","IRL","TXN11820","2024-05-08","250","EUR","withdrawal","low_value, frequent_small_payments","Subject withdrew small amounts repeatedly, flagged for frequency and lack of clear purpose.","closed","no_action","false","","","EMP0520","Sean Murphy","sean.murphy@easterngateway.ie"
"SAR20240521","BNK0059","Alpine Bank","bank","2024-05-09","2024-04-18","2024-04-28","SUBJ1521","MountainView Trust","trust","T-MVT-5552","","35 Alpenstrasse","Salzburg","SZ","5020","AUT","TXN11821","2024-04-25","7400000","EUR","exchange","high_value, complex_transaction","Trust exchanged 7.4 million EUR through layered international accounts. Transaction flagged due to complexity.","referred","prosecution","true","FIU20240511","2024-05-10","EMP0521","Stefan Berger","s.berger@alpinebank.at"
"SAR20240522","INS053","Medallion Insurance","insurance_company","2024-05-09","2024-04-12","2024-04-26","SUBJ1522","Yulia Sokolova","individual","798014532","1948-06-27","11 Pushkina St","Moscow","MOW","101000","RUS","TXN11822","2024-04-20","500","RUB","withdrawal","low_value, unexplained_transfer","Subject withdrew 500 RUB in multiple small transactions. No clear explanation for withdrawals was provided.","closed","no_action","false","","","EMP0522","Olga Romanova","olga.romanova@medallion.ru"
"SAR20240523","BNK0060","Coral Coast Bank","bank","2024-05-10","2024-04-18","2024-04-29","SUBJ1523","Oliver G. Hughes","individual","894672310","1993-05-02","22 Queen St","London","LDN","SW1A2AA","GBR","TXN11823","2024-04-28","98900","GBP","wire_transfer","unusual_large_transfer, rapid_movement","Subject wired 98,900 GBP to an unfamiliar recipient. Rapid movement and large amount flagged the transaction.","pending","other","false","","","EMP0523","Charlotte Taylor","c.taylor@coralcoast.co.uk"
"SAR20240524","MSB055","EuroRemit MSB","money_service_business","2024-05-10","","","SUBJ1524","Polska Export Trust","trust","T-PET-2108","","8 Nowy Swiat","Warsaw","34","00-330","POL","TXN11824","2024-05-09","5100000","PLN","exchange","complex_transaction, offshore_connection","Trust exchanged PLN 5.1 million to offshore accounts. Pattern matches previously flagged activity.","referred","prosecution","true","FIU20240512","2024-05-10","EMP0524","Katarzyna Nowak","k.nowak@euroremit.pl"
"SAR20240525","BNK0061","Metropolitan Savings","bank","2024-05-10","2024-04-13","2024-04-28","SUBJ1525","Ava L. Harris","individual","768102495","1998-02-14","900 Broadway","New York","NY","10010","USA","TXN11825","2024-04-27","38800","USD","cash_deposit","new_account, rapid_movement","Large cash deposit to a new account followed by transfer to unrelated entities. Activity flagged for rapid movement.","ongoing","further_monitoring","true","FIU20240513","2024-05-11","EMP0525","Jacob Lee","j.lee@metropolitansavings.com"
"SAR20240526","BNK0062","Western Plains Bank","bank","2024-05-11","","","SUBJ1526","Benjamin G. Foster","individual","391740582","1946-11-29","1200 16th St","Paris","IDF","75016","FRA","TXN11826","2024-05-10","790","EUR","payment","low_value, unexplained_transfer","Subject made multiple low-value payments to foreign accounts. Activity flagged for frequency and lack of explanation.","closed","no_action","false","","","EMP0526","Jean Dupont","j.dupont@westernplains.fr"
"SAR20240527","INS054","SummitLife Insurance","insurance_company","2024-05-11","2024-04-14","2024-04-29","SUBJ1527","Isabella Rossi","individual","603917284","1990-06-08","23 Via Garibaldi","Rome","RM","00153","ITA","TXN11827","2024-04-28","12050","EUR","cash_deposit","rapid_movement, new_account","Subject deposited 12,050 EUR to a new account and transferred funds externally in short order.","pending","other","false","","","EMP0527","Marco Romano","marco.romano@summitlife.it"
"SAR20240528","BRK054","Global Securities","brokerage","2024-05-12","2024-04-18","2024-04-30","SUBJ1528","Pacific Bridge Trust","trust","T-PBT-9123","","200 Market St","San Francisco","CA","94105","USA","TXN11828","2024-04-29","6200000","USD","exchange","high_value, complex_transaction","Trust exchanged $6.2 million USD through brokerage accounts to multiple international recipients.","referred","further_monitoring","true","FIU20240514","2024-05-12","EMP0528","Jennifer Wang","jennifer.wang@globalsec.com"
"SAR20240529","BNK0063","United Capital Bank","bank","2024-05-12","2024-04-21","2024-04-29","SUBJ1529","Sunrise Holdings","company","C-SRH-6209","","100 Collins St","Melbourne","VIC","3000","AUS","TXN11829","2024-04-27","8900","AUD","cash_deposit","frequent_deposits, rapid_turnover","Company deposited 8,900 AUD to multiple accounts, followed by rapid external transfers.","ongoing","further_monitoring","false","","","EMP0529","Andrew White","andrew.white@unitedcapbank.com"
"SAR20240530","MSB056","IndusRemit","money_service_business","2024-05-12","2024-04-20","2024-04-28","SUBJ1530","Arya Group","company","C-ARG-3120","","88 MG Road","Bangalore","KA","560001","IND","TXN11830","2024-04-27","2120000","INR","exchange","offshore_connection, high_value","Company exchanged INR 2.12M into USD and EUR, routed funds through offshore accounts.","referred","further_monitoring","true","FIU20240515","2024-05-13","EMP0530","Priya Menon","priya.menon@indusremit.in"
"SAR20240531","BNK0064","Sunrise River Bank","bank","2024-05-13","2024-04-14","2024-04-29","SUBJ1531","Lucas P. Meyer","individual","528197034","1985-05-12","56 Bahnhofstrasse","Zurich","ZH","8005","CHE","TXN11831","2024-04-28","120000","CHF","wire_transfer","rapid_movement, unusual_large_transfer","Subject wired 120,000 CHF to a new foreign account. Activity flagged for rapid movement and inconsistency.","pending","other","false","","","EMP0531","Simon Keller","simon.keller@sunriseriver.ch"
"SAR20240532","CU054","Central Credit Union","credit_union","2024-05-13","","","SUBJ1532","Emma L. Davis","individual","802495613","1978-08-30","89 Maple St","Vancouver","BC","V6B2Y2","CAN","TXN11832","2024-05-12","500","CAD","withdrawal","low_value, frequent_small_payments","Subject withdrew 500 CAD in multiple small transactions. No clear explanation for withdrawals.","closed","no_action","false","","","EMP0532","Steven Moore","steven.moore@centralcu.ca"
"SAR20240533","BNK0065","Emerald Bay Bank","bank","2024-05-14","2024-04-18","2024-04-30","SUBJ1533","Sophie C. Lim","individual","924571380","1999-01-22","23 Nathan Rd","Hong Kong","HK","999077","HKG","TXN11833","2024-04-28","90000","HKD","cash_deposit","rapid_movement, new_account","Subject deposited 90,000 HKD into a new account, followed by rapid external transfers.","ongoing","further_monitoring","true","FIU20240516","2024-05-14","EMP0533","Julie Wong","julie.wong@emeraldbay.hk"
"SAR20240534","MSB057","TurkRemit","money_service_business","2024-05-14","2024-04-23","2024-04-30","SUBJ1534","Ottoman Trading Trust","trust","T-OTT-5812","","45 Istiklal Cd","Istanbul","IST","34433","TUR","TXN11834","2024-04-29","3250000","TRY","exchange","offshore_connection, high_value","Trust exchanged 3.25 million TRY to offshore accounts. Transaction flagged for complexity.","referred","prosecution","true","FIU20240517","2024-05-15","EMP0534","Selin Yildiz","selin.yildiz@turkremit.com"
"SAR20240535","BNK0066","Prism Financial Bank","bank","2024-05-15","","","SUBJ1535","Henry D. Walker","individual","510398247","1957-12-04","75 Pine St","Boston","MA","02108","USA","TXN11835","2024-05-14","99","USD","payment","low_value, frequent_small_payments","Subject made a series of low-value payments to unrelated entities. No clear business justification.","closed","no_action","false","","","EMP0535","Evelyn Price","e.price@prismfinancial.com"
"SAR20240536","INS055","Continental Insurance","insurance_company","2024-05-15","2024-04-10","2024-04-28","SUBJ1536","Carlos E. Ramirez","individual","301298475","1980-11-11","34 Av de Mayo","Buenos Aires","BA","C1084","ARG","TXN11836","2024-04-27","15300","USD","cash_deposit","rapid_movement, new_account","Subject deposited $15,300 USD into a new account and made rapid transfers to external entities.","pending","other","false","","","EMP0536","Lucia Fernandez","lucia.fernandez@continental.com.ar"
"SAR20240537","BNK0067","Eastern Silver Bank","bank","2024-05-16","2024-04-15","2024-04-30","SUBJ1537","Wang Family Partnership","partnership","P-WFP-1012","","66 Nanjing Rd","Shanghai","SH","200000","CHN","TXN11837","2024-04-28","475000","CNY","exchange","layering, rapid_investment","Partnership moved 475,000 CNY through multiple layered accounts to foreign recipients.","referred","further_monitoring","true","FIU20240518","2024-05-16","EMP0537","Zhiwei Liu","zhiwei.liu@easternsilver.cn"
"SAR20240538","BRK055","Axis Brokerage","brokerage","2024-05-16","","","SUBJ1538","Jade Investment Trust","trust","T-JIT-3114","","101 Queen's Rd","Hong Kong","HK","999077","HKG","TXN11838","2024-05-15","15300000","HKD","exchange","complex_transaction, offshore_connection","Trust moved 15.3 million HKD through brokerage accounts to offshore entities.","referred","prosecution","true","FIU20240519","2024-05-17","EMP0538","Steven Lee","steven.lee@axisbrk.hk"
"SAR20240539","BNK0068","Bluewater Bank","bank","2024-05-17","2024-04-21","2024-04-28","SUBJ1539","Sophia Kim","individual","295817034","1996-10-15","77 Gangnam-daero","Seoul","SL","06087","KOR","TXN11839","2024-04-27","102000","KRW","wire_transfer","unusual_large_transfer, rapid_movement","Subject wired 102,000 KRW to a new account overseas. Activity flagged for rapid movement and large transfer.","pending","other","false","","","EMP0539","Minji Park","minji.park@bluewaterbank.kr"
"SAR20240540","MSB058","RemitAsia MSB","money_service_business","2024-05-17","2024-04-14","2024-04-29","SUBJ1540","Pacific Gateway Holdings","company","C-PGH-2115","","12 Orchard Rd","Singapore","SG","238826","SGP","TXN11840","2024-04-28","2200000","SGD","exchange","high_value, offshore_connection","Company exchanged SGD 2.2M through MSB accounts to multiple offshore entities.","referred","further_monitoring","true","FIU20240520","2024-05-18","EMP0540","Wei Ling Tan","weiling.tan@remitasia.sg"
"SAR20240541","BNK0069","Cascade Trust Bank","bank","2024-05-18","","","SUBJ1541","Noah P. Foster","individual","210987463","1947-06-09","89 Willow Ave","Chicago","IL","60657","USA","TXN11841","2024-05-17","315","USD","withdrawal","low_value, unexplained_transfer","Subject withdrew 315 USD in multiple small transactions. No clear explanation for withdrawals.","closed","no_action","false","","","EMP0541","Olivia Garcia","olivia.garcia@cascadetrust.com"
"SAR20240542","BNK0070","Golden Gate Bank","bank","2024-05-18","2024-04-16","2024-04-29","SUBJ1542","Yannick Fournier","individual","298470159","1997-02-16","22 Rue de Lyon","Geneva","GE","1201","CHE","TXN11842","2024-04-28","115000","CHF","wire_transfer","unusual_large_transfer, rapid_movement","Subject wired 115,000 CHF to a foreign account. Activity flagged for rapid movement and inconsistency.","pending","other","false","","","EMP0542","Pierre Dubois","p.dubois@goldengate.ch"
"SAR20240543","INS056","EuroGuard Insurance","insurance_company","2024-05-19","2024-04-14","2024-04-28","SUBJ1543","Marta Nowicka","individual","984201675","1984-07-21","76 Krakowska","Krakow","34","30-062","POL","TXN11843","2024-04-27","27500","PLN","cash_deposit","new_account, rapid_movement","Subject deposited PLN 27,500 into a new account and made rapid external transfers.","ongoing","further_monitoring","true","FIU20240521","2024-05-19","EMP0543","Piotr Zielinski","piotr.zielinski@euroguard.pl"
"SAR20240544","BRK056","Axis Securities","brokerage","2024-05-19","","","SUBJ1544","Emerald Trust","trust","T-EMT-3408","","41 Collins St","Melbourne","VIC","3000","AUS","TXN11844","2024-05-18","8500000","AUD","exchange","complex_transaction, layering","Trust moved 8.5 million AUD through layered brokerage accounts to foreign entities.","referred","prosecution","true","FIU20240522","2024-05-20","EMP0544","Sarah Thompson","sarah.thompson@axissec.com.au"
"SAR20240545","BNK0071","Central Trust Bank","bank","2024-05-20","2024-04-19","2024-04-29","SUBJ1545","Jacob L. Williams","individual","412987065","1995-02-14","12 Broadway","New York","NY","10004","USA","TXN11845","2024-04-27","45500","USD","wire_transfer","rapid_movement, unusual_large_transfer","Subject wired $45,500 to a new account. Activity flagged for rapid movement and size of transfer.","ongoing","further_monitoring","true","FIU20240523","2024-05-20","EMP0545","David Morales","david.morales@centraltrust.com"
"SAR20240546","MSB059","RemitEurope","money_service_business","2024-05-20","","","SUBJ1546","EuroConnect Partnership","partnership","P-ECP-8521","","17 Friedrichstr","Berlin","BE","10117","DEU","TXN11846","2024-05-19","370000","EUR","exchange","layering, rapid_investment","Partnership moved 370,000 EUR through multiple layered accounts to external foreign recipients.","referred","further_monitoring","true","FIU20240524","2024-05-21","EMP0546","Matthias Schulz","matthias.schulz@remiteurope.de"
"SAR20240547","BNK0072","Summit State Bank","bank","2024-05-21","2024-04-18","2024-04-29","SUBJ1547","Matthew R. Clark","individual","492017538","1981-06-18","98 Lakeview Dr","Seattle","WA","98109","USA","TXN11847","2024-04-28","119900","USD","wire_transfer","unusual_large_transfer, rapid_movement","Subject wired $119,900 to a new account overseas. Activity flagged for rapid movement and large transfer.","pending","other","false","","","EMP0547","Brianna Scott","b.scott@summitstate.com"
"SAR20240548","BRK057","GlobalTrust Brokerage","brokerage","2024-05-21","","","SUBJ1548","Capital Holdings Trust","trust","T-CHT-9854","","78 Wall St","New York","NY","10005","USA","TXN11848","2024-05-20","12300000","USD","exchange","complex_transaction, offshore_connection","Trust moved $12.3M USD through brokerage accounts to offshore entities. Transaction flagged for complexity.","referred","prosecution","true","FIU20240525","2024-05-22","EMP0548","James Turner","j.turner@globaltrustbrk.com"
"SAR20240549","BNK0073","Sunset Savings Bank","bank","2024-05-22","2024-04-19","2024-04-29","SUBJ1549","Natalie C. Wright","individual","510398247","1987-03-25","15 Ocean Dr","Los Angeles","CA","90001","USA","TXN11849","2024-04-27","125000","USD","wire_transfer","unusual_large_transfer, rapid_movement","Subject wired $125,000 to an account overseas. Activity flagged for rapid movement and large transfer.","ongoing","further_monitoring","true","FIU20240526","2024-05-22","EMP0549","Stephanie Hayes","s.hayes@sunsetsavings.com"
"SAR20240550","CU055","WestPoint Credit","credit_union","2024-05-22","","","SUBJ1550","David O. Brown","individual","780921345","1968-09-05","67 Cedar St","Sydney","NSW","2000","AUS","TXN11850","2024-05-21","880","AUD","withdrawal","low_value, unexplained_transfer","Subject withdrew 880 AUD in multiple small transactions. No clear explanation for withdrawals.","closed","no_action","false","","","EMP0550","Jessica Miller","j.miller@westpointcu.com"
"SAR20240601","BNK3021","First Union Bank","bank","2024-05-28","2024-04-15","2024-05-23","SUBJ6001","Nikita Freeman","individual","483002193","1971-03-08","1195 Oakridge Lane","New York","NY","10005","USA","TXN60301","2024-05-21","80230.96","USD","wire_transfer","rapid_movement,unusual_large_transfer","Subject conducted multiple wire transfers totaling over $80,000 within a short period, with funds received from unrelated overseas accounts.","ongoing","further_monitoring","true","FIU20240601","2024-05-30","EMP6011","Sandra Russell","sandra.russell@firstunionbank.com"
"SAR20240602","CU6510","MapleView Credit Union","credit_union","2024-05-14","2024-05-10","2024-05-12","SUBJ6002","Giovanni Russo","individual","102983745","1989-06-24","42 Wellington Road","Toronto","ON","M4B1N1","CAN","TXN60302","2024-05-12","12780.55","CAD","cash_deposit","frequent_deposits,unexplained_funds","Several cash deposits below reporting threshold made in rapid succession by subject, inconsistent with account history.","pending","other","false","","","EMP6012","Martin Li","martin.li@mapleviewcu.org"
"SAR20240603","MSB1172","QuickServe Money","money_service_business","2024-05-19","2024-05-16","2024-05-18","SUBJ6003","Dalian Finance LLP","partnership","PRTN6011","","82 Huaxing Avenue","Dalian","DL","116011","CHN","TXN60303","2024-05-17","355813","CNY","exchange","layering,rapid_investment","The partnership exchanged a large sum from CNY to USD via multiple intermediaries, obscuring transaction origin.","referred","prosecution","true","FIU20240602","2024-05-20","EMP6013","Hua Zhang","hua.zhang@quickservemoney.com"
"SAR20240604","INS3920","Pacific Trust Insurance","insurance_company","2024-05-17","2024-04-25","2024-05-15","SUBJ6004","Vitalis Holdings AG","company","COMP6012","","9 Bahnhofstrasse","Zurich","ZH","8001","CHE","TXN60304","2024-05-15","2689000","CHF","exchange","high_value,offshore_connection","Company transferred 2.6 million CHF to offshore accounts through complex cross-border transactions.","ongoing","further_monitoring","true","FIU20240603","2024-05-18","EMP6014","Stefan Meier","stefan.meier@pacifictrust.ch"
"SAR20240605","BRK8225","Evergreen Brokerage","brokerage","2024-05-13","2024-05-06","2024-05-10","SUBJ6005","Helena Nowak","individual","298374102","1965-08-17","154 Sienkiewicza St.","Warsaw","MZ","00-021","POL","TXN60305","2024-05-09","837.5","PLN","payment","low_value,frequent_small_payments","Subject made multiple low-value payments to foreign accounts with no clear business purpose.","closed","no_action","false","","","EMP6015","Janusz Kowalski","janusz.kowalski@evergreenbrk.com"
"SAR20240606","BNK3022","First Union Bank","bank","2024-05-29","2024-05-20","2024-05-28","SUBJ6006","Alpine Trust LLC","trust","TRST6013","","44 Ridgeway Drive","Denver","CO","80202","USA","TXN60306","2024-05-26","1200000","USD","exchange","complex_transaction,layering","Trust conducted multi-million dollar currency exchanges involving several shell companies.","referred","further_monitoring","true","FIU20240604","2024-05-30","EMP6016","William Ford","william.ford@firstunionbank.com"
"SAR20240607","INS3921","Pacific Trust Insurance","insurance_company","2024-05-11","","","SUBJ6007","Rashmi Sharma","individual","884193028","1995-12-05","11 Connaught Place","Delhi","DL","110001","IND","TXN60307","2024-05-10","25392","INR","wire_transfer","rapid_movement,new_account","Recent wire transfer of INR 25,392 from a new account with no prior transaction history.","pending","other","false","","","EMP6017","Kabir Singh","kabir.singh@pacifictrust.in"
"SAR20240608","MSB1173","QuickServe Money","money_service_business","2024-05-09","2024-04-30","2024-05-08","SUBJ6008","Global Trading Ltd.","company","COMP6014","","8 Connaught Road","Hong Kong","HK","999077","HKG","TXN60308","2024-05-07","871000","HKD","exchange","high_value,offshore_connection","Company exchanged HKD 871,000 in one day, then sent funds to offshore accounts with minimal documentation.","ongoing","further_monitoring","true","FIU20240605","2024-05-10","EMP6018","Wai Man Chan","waiman.chan@quickservemoney.hk"
"SAR20240609","CU6511","MapleView Credit Union","credit_union","2024-05-22","2024-05-20","","SUBJ6009","Evelyn Barrett","individual","297410385","1992-09-20","17 Willow Street","Vancouver","BC","V6Z2E1","CAN","TXN60309","2024-05-21","9475.2","CAD","cash_deposit","frequent_deposits,unexplained_funds","Subject made three cash deposits within two days, each below the threshold for reporting.","ongoing","further_monitoring","false","","","EMP6019","Megan Porter","megan.porter@mapleviewcu.org"
"SAR20240610","BRK8226","Evergreen Brokerage","brokerage","2024-05-28","2024-05-15","2024-05-26","SUBJ6010","Oceania Ventures Pty","company","COMP6015","","21 King Street","Sydney","NSW","2000","AUS","TXN60310","2024-05-26","17800","AUD","payment","frequent_deposits,rapid_turnover","Company made rapid payments to foreign accounts via brokerage channels, exceeding normal operational volume.","ongoing","further_monitoring","false","","","EMP6020","Emily Watts","emily.watts@evergreenbrk.com"
